-0.018989	0.0183704	0.0124409	0.00663492	0.0142588	-0.00656553	-0.00130707	-0.00367967	0.00642568	0.002137
-0.0132644	0.0100797	0.00384553	0.00334193	0.0102251	-0.00706842	0.00399815	-0.0062102	0.00778421	0.000610182
-0.0158569	0.0187136	0.00269671	-0.000823853	0.00541768	-0.00190613	-0.00012719	0.00717232	0.00930795	0.00890036
-0.0179853	0.00561524	0.0125222	-0.00203259	-0.00122971	-0.00525184	-0.0175778	-0.0119235	-0.00284304	-0.0116928
-0.0141659	0.00529838	0.0130024	0.0112884	0.00561034	-0.0063863	0.00184842	0.0012664	0.0060072	-0.00187464
-0.00163597	0.00203247	-0.00199269	0.0034406	0.0014668	0.00279085	9.09828e-06	0.00222882	0.00623468	0.00557388
0.00302725	0.00599365	0.00691547	0.00239756	0.0122903	0.00124875	0.00525143	0.015791	-0.0146279	-0.000841541
0.0153649	0.0182245	-0.0109176	0.00129997	0.0183813	0.00848191	0.00140381	0.00251463	6.79051e-05	0.000783192
0.0140214	0.00173436	-0.00324383	-0.001503	0.00892808	-0.000680625	0.003374	-0.00282076	-0.0130151	-0.00914741
-0.00493353	0.0116321	-0.00423359	0.00122055	0.0061858	0.00191947	0.00176229	0.00531474	0.0113911	0.00686161
0.00598738	0.00560697	0.00348545	0.00187604	0.0117142	0.00248655	0.00236615	0.0103164	-0.00987908	0.000171674
0.00888247	-0.000148339	-0.00278924	0.00700861	0.00839665	0.000367232	0.00282019	-0.00113105	-0.00464133	-0.00184828
0.0155849	-0.00964191	-0.00934429	0.00843352	-0.00469951	-0.000595616	0.00549592	-0.023398	0.00452951	-0.00770522
0.0069194	4.716e-05	-0.000270578	0.0145879	0.0123712	0.00319552	0.0057098	0.00974253	-0.00284384	0.00558409
0.0137198	0.0118397	-0.00131896	0.0208696	0.0243529	0.00903165	0.00394711	0.0145343	-0.00306916	0.00694415
0.00890378	-0.00176094	-0.00142072	0.00339446	0.00379401	0.000751881	0.00118753	-0.00256821	-0.00559282	-0.00411261
0.00127948	-0.00270114	-0.00175424	-0.00163339	-0.00241498	-0.00160415	-0.00313599	-0.00194566	0.000108292	-0.00121623
0.000443229	-0.00132947	-0.00062393	-0.00060975	-0.00112161	-0.000748718	-0.00141056	-0.000869018	-1.81492e-05	-0.000518731
0.0219667	-0.0647817	-0.0311821	-0.0311459	-0.0553338	-0.0370462	-0.0703623	-0.0435731	-0.000932228	-0.0261238
-0.00806382	-0.00411752	0.00626742	-0.00599292	-0.00716109	-0.00215332	-0.0256837	-0.0301096	-0.00562119	-0.0205196
0.00115239	0.00154424	-0.00168014	-0.00290081	-0.000196527	-0.000352726	-0.0091984	-0.0163243	-0.00122907	-0.0120883
0.0152658	0.000442983	-0.00201882	-0.000319845	0.00469434	-0.00388631	0.00180107	-0.0184802	-0.00657086	-0.0135659
0.0120046	0.0105757	-0.000812853	0.0151306	0.0218889	0.00777086	0.00307846	0.00851822	-0.00416488	0.00254776
0.0133998	0.00289143	-0.000159321	0.00532177	0.00711063	0.00136806	-0.000948381	-0.0126867	-0.00687996	-0.008191
0.0033114	0.00561477	0.00371841	0.00357801	0.0113057	0.00307227	0.00111651	0.0156685	-0.00897356	0.00430465
0.00892663	-0.00395899	-0.00171976	0.000246622	-0.00362464	-0.00690041	0.00573339	-0.0233519	0.00280092	-0.0118466
0.00335117	-0.00417216	0.000269861	-0.000981085	-0.00391594	-0.00304612	0.00219453	-0.0082161	-0.00116011	-0.00599317
0.0122486	0.000412834	-0.000900612	-0.00532716	0.00172022	-0.00798787	-0.000729001	-0.0299546	-0.00545792	-0.0193336
0.0140988	0.00379278	-0.00589921	0.00455271	0.0104324	-0.000266801	0.00253329	-0.00963723	-0.00104532	-0.0061563
0.0035167	0.00324215	0.00462534	0.00765089	0.00907135	0.00202208	-0.000791058	0.0099358	-0.00627427	0.00223395
0.00278172	0.00228493	-0.00674456	0.000524666	-7.72293e-05	0.00119046	0.00397736	-0.00470536	0.0102743	0.0010444
